Time_Dep_h,Debris_Start,Debris_Target,Delta_V1_m_s,Delta_V2_m_s,Travel_Time_h
26.5,0,1,881.98,862.84,3.191
26.5,0,2,2356.53,2237.48,6.259
26.5,0,3,2423.3,2370.1,7.588
26.5,1,0,2118.91,2239.9,7.281
26.5,1,2,2205.87,2208.0,8.321
26.5,1,3,792.59,786.64,3.163
26.5,2,0,2070.09,2086.08,7.363
26.5,2,1,2075.12,2074.11,6.935
26.5,2,3,2170.86,2196.74,8.129
26.5,3,0,2233.88,2253.02,6.15
26.5,3,1,2124.5,2110.56,7.282
26.5,3,2,2119.26,2091.65,7.137
27.0,0,1,830.59,754.82,3.191
27.0,0,2,1999.59,2132.1,6.212
27.0,0,3,2098.88,2174.62,7.519
27.0,1,0,2437.14,2473.4,7.347
27.0,1,2,2133.14,2142.58,8.276
27.0,1,3,792.84,789.02,3.164
27.0,2,0,2378.59,2489.91,7.491
27.0,2,1,2053.46,2034.49,6.916
27.0,2,3,2237.71,2232.3,8.147
27.0,3,0,2073.68,1949.4,6.069
27.0,3,1,2049.73,2038.35,7.233
27.0,3,2,2078.91,2098.26,7.135
27.5,0,1,778.39,921.19,3.191
27.5,0,2,2324.24,2357.2,6.277
27.5,0,3,2374.84,2428.73,7.595
27.5,1,0,2255.89,2106.18,7.259
27.5,1,2,2198.52,2211.17,8.322
27.5,1,3,793.33,781.84,3.165
27.5,2,0,2453.84,2287.23,7.462
27.5,2,1,2048.09,2052.75,6.923
27.5,2,3,2118.42,2129.6,8.088
27.5,3,0,2123.66,2221.28,6.136
27.5,3,1,2114.11,2111.49,7.279
27.5,3,2,2147.99,2136.39,7.153
28.0,0,1,913.68,751.3,3.191
28.0,0,2,2118.78,1965.08,6.178
28.0,0,3,2299.58,2179.91,7.541
28.0,1,0,2301.5,2438.0,7.333
28.0,1,2,2180.51,2175.41,8.307
28.0,1,3,787.15,786.23,3.166
28.0,2,0,2214.64,2360.22,7.458
28.0,2,1,2079.7,2066.44,6.931
28.0,2,3,2223.19,2238.92,8.148
28.0,3,0,2247.94,2142.93,6.129
28.0,3,1,2100.29,2077.05,7.264
28.0,3,2,2027.17,2030.13,7.091
28.5,0,1,736.27,870.62,3.191
28.5,0,2,2186.8,2329.36,6.264
28.5,0,3,2252.39,2366.7,7.577
28.5,1,0,2463.68,2341.27,7.327
28.5,1,2,2170.68,2188.53,8.312
28.5,1,3,791.78,781.07,3.166
28.5,2,0,2499.84,2460.92,7.494
28.5,2,1,2012.95,2012.49,6.895
28.5,2,3,2198.9,2177.95,8.127
28.5,3,0,1985.5,2079.55,6.095
28.5,3,1,2083.65,2085.71,7.265
28.5,3,2,2132.1,2141.85,7.153
29.0,0,1,894.45,850.98,3.19
29.0,0,2,2347.78,2211.89,6.255
29.0,0,3,2420.81,2353.97,7.587
29.0,1,0,2138.02,2268.65,7.29
29.0,1,2,2205.09,2205.94,8.323
29.0,1,3,785.23,780.12,3.167
29.0,2,0,2074.88,2122.87,7.383
29.0,2,1,2077.21,2074.81,6.933
29.0,2,3,2178.56,2204.49,8.134
29.0,3,0,2244.07,2246.99,6.147
29.0,3,1,2123.33,2107.66,7.277
29.0,3,2,2110.53,2082.24,7.132
29.5,0,1,817.79,767.42,3.19
29.5,0,2,2020.4,2162.75,6.222
29.5,0,3,2268.58,2289.68,7.607
29.5,1,0,2448.86,2467.53,7.348
29.5,1,2,2135.93,2147.97,8.284
29.5,1,3,786.34,781.78,3.168
29.5,2,0,2399.09,2496.8,7.493
29.5,2,1,2047.17,2028.39,6.91
29.5,2,3,2236.49,2228.14,8.147
29.5,3,0,2020.39,1915.56,6.046
29.5,3,1,2049.03,2042.68,7.234
29.5,3,2,2086.85,2106.35,7.137
30.0,0,1,794.05,921.41,3.189
30.0,0,2,2336.72,2349.69,6.278
30.0,0,3,2387.15,2428.14,7.599
30.0,1,0,2200.56,2072.02,7.241
30.0,1,2,2200.98,2212.45,8.325
30.0,1,3,785.99,774.89,3.169
30.0,2,0,2429.05,2254.02,7.452
30.0,2,1,2052.45,2056.87,6.923
30.0,2,3,2124.56,2139.98,8.099
30.0,3,0,2142.72,2233.21,6.137
30.0,3,1,2116.82,2112.75,7.277
30.0,3,2,2146.68,2131.87,7.151
30.5,0,1,909.46,745.97,3.189
30.5,0,2,2047.94,1926.93,6.153
30.5,0,3,2266.91,2151.95,7.533
30.5,1,0,2321.44,2450.51,7.337
30.5,1,2,2175.57,2170.54,8.306
30.5,1,3,780.37,779.54,3.169
30.5,2,0,2238.1,2386.1,7.463
30.5,2,1,2077.54,2062.93,6.928
30.5,2,3,2227.57,2240.68,8.15
30.5,3,0,2235.34,2118.43,6.122
30.5,3,1,2093.86,2070.48,7.257
30.5,3,2,2033.01,2041.02,7.1
31.0,0,1,736.26,884.71,3.189
31.0,0,2,2208.27,2341.81,6.269
31.0,0,3,2271.01,2381.78,7.584
31.0,1,0,2452.89,2316.8,7.323
31.0,1,2,2175.09,2192.79,8.316
31.0,1,3,784.94,773.69,3.17
31.0,2,0,2504.46,2444.01,7.49
31.0,2,1,2017.33,2018.48,6.898
31.0,2,3,2189.62,2168.78,8.124
31.0,3,0,2005.33,2105.93,6.1
31.0,3,1,2088.57,2090.61,7.264
31.0,3,2,2136.62,2143.61,7.152
31.5,0,1,905.28,838.55,3.189
31.5,0,2,2334.95,2184.42,6.25
31.5,0,3,2415.63,2336.01,7.586
31.5,1,0,2157.84,2296.02,7.298
31.5,1,2,2263.34,2266.87,8.379
31.5,1,3,777.94,773.65,3.171
31.5,2,0,2087.48,2159.97,7.398
31.5,2,1,2078.85,2074.99,6.931
31.5,2,3,2186.05,2211.63,8.138
31.5,3,0,2252.14,2238.31,6.144
31.5,3,1,2121.49,2104.19,7.272
31.5,3,2,2100.64,2072.33,7.126
32.0,0,1,805.18,781.56,3.189
32.0,0,2,2042.0,2191.68,6.23
32.0,0,3,2131.81,2228.65,7.542
32.0,1,0,2458.84,2459.37,7.348
32.0,1,2,2139.92,2153.7,8.292
32.0,1,3,779.87,774.52,3.172
32.0,2,0,2418.44,2500.72,7.493
32.0,2,1,2040.34,2022.05,6.904
32.0,2,3,2234.33,2223.22,8.146
32.0,3,0,1916.98,1902.29,6.01
32.0,3,1,2052.37,2048.87,7.236
32.0,3,2,2094.55,2113.78,7.139
32.5,0,1,810.42,919.58,3.188
32.5,0,2,2347.2,2339.55,6.278
32.5,0,3,2398.64,2427.13,7.607
32.5,1,0,2078.73,2049.03,7.195
32.5,1,2,2259.41,2268.68,8.379
32.5,1,3,778.64,768.04,3.172
32.5,2,0,2398.56,2219.1,7.442
32.5,2,1,2056.61,2060.58,6.923
32.5,2,3,2131.68,2150.24,8.108
32.5,3,0,2161.03,2242.55,6.137
32.5,3,1,2119.03,2113.4,7.274
32.5,3,2,2144.33,2126.51,7.148
33.0,0,1,903.4,743.0,3.188
33.0,0,2,1925.74,1943.75,6.137
33.0,0,3,2228.47,2123.21,7.522
33.0,1,0,2340.86,2460.78,7.341
33.0,1,2,2254.61,2256.27,8.378
33.0,1,3,773.68,772.82,3.173
33.0,2,0,2261.72,2409.59,7.468
33.0,2,1,2074.78,2058.97,6.924
33.0,2,3,2231.3,2241.59,8.152
33.0,3,0,2218.7,2092.01,6.113
33.0,3,1,2086.78,2063.64,7.25
33.0,3,2,2040.18,2051.73,7.107
33.5,0,1,738.89,897.42,3.188
33.5,0,2,2229.11,2351.7,6.273
33.5,0,3,2289.19,2394.95,7.59
33.5,1,0,2438.49,2290.7,7.319
33.5,1,2,2179.34,2196.74,8.32
33.5,1,3,778.06,766.35,3.174
33.5,2,0,2505.97,2424.39,7.486
33.5,2,1,2021.99,2024.39,6.901
33.5,2,3,2179.31,2159.22,8.12
33.5,3,0,2025.56,2130.59,6.105
33.5,3,1,2093.31,2095.04,7.263
33.5,3,2,2140.42,2144.42,7.152
34.0,0,1,914.29,825.89,3.187
34.0,0,2,2317.83,2155.09,6.245
34.0,0,3,2407.55,2316.36,7.584
34.0,1,0,2178.3,2321.76,7.306
34.0,1,2,2259.98,2262.85,8.379
34.0,1,3,770.73,767.22,3.175
34.0,2,0,2103.88,2196.46,7.41
34.0,2,1,2080.01,2074.62,6.929
34.0,2,3,2193.28,2218.12,8.142
34.0,3,0,2257.86,2227.01,6.14
34.0,3,1,2118.97,2100.16,7.267
34.0,3,2,2090.03,2061.73,7.118
34.5,0,1,793.15,796.86,3.188
34.5,0,2,2064.09,2218.83,6.239
34.5,0,3,2149.74,2254.02,7.552
34.5,1,0,2466.93,2448.93,7.348
34.5,1,2,2144.36,2159.39,8.298
34.5,1,3,773.42,767.23,3.175
34.5,2,0,2436.43,2501.67,7.494
34.5,2,1,2032.95,2015.57,6.897
34.5,2,3,2231.23,2217.56,8.146
34.5,3,0,1909.35,1934.38,6.032
34.5,3,1,2056.91,2055.29,7.238
34.5,3,2,2101.98,2120.47,7.141
35.0,0,1,827.09,915.77,3.187
35.0,0,2,2355.43,2326.83,6.278
35.0,0,3,2407.34,2420.44,7.603
35.0,1,0,2051.82,2083.04,7.223
35.0,1,2,2204.82,2213.74,8.331
35.0,1,3,771.28,761.29,3.176
35.0,2,0,2361.64,2182.72,7.429
35.0,2,1,2060.51,2063.84,6.922
35.0,2,3,2139.23,2160.27,8.115
35.0,3,0,2178.37,2249.28,6.137
35.0,3,1,2120.73,2113.42,7.271
35.0,3,2,2140.91,2120.32,7.145
35.5,0,1,895.66,742.54,3.187
35.5,0,2,1928.37,1978.39,6.161
35.5,0,3,2181.39,2093.91,7.507
35.5,1,0,2359.57,2468.83,7.345
35.5,1,2,2164.4,2160.25,8.304
35.5,1,3,767.08,766.06,3.177
35.5,2,0,2285.23,2430.67,7.472
35.5,2,1,2071.44,2054.57,6.92
35.5,2,3,2234.32,2241.65,8.153
35.5,3,0,2197.59,2063.93,6.103
35.5,3,1,2079.08,2056.59,7.242
35.5,3,2,2047.94,2062.12,7.113
36.0,0,1,744.12,908.55,3.187
36.0,0,2,2249.17,2358.97,6.276
36.0,0,3,2306.85,2406.13,7.595
36.0,1,0,2420.14,2263.18,7.313
36.0,1,2,2248.21,2259.91,8.379
36.0,1,3,771.13,759.08,3.178
36.0,2,0,2504.02,2402.2,7.481
36.0,2,1,2026.77,2030.12,6.902
36.0,2,3,2167.9,2149.36,8.115
36.0,3,0,2046.04,2153.3,6.109
36.0,3,1,2097.79,2098.99,7.262
36.0,3,2,2143.46,2144.28,7.151
36.5,0,1,921.37,813.36,3.186
36.5,0,2,2296.02,2124.06,6.238
36.5,0,3,2396.4,2295.11,7.581
36.5,1,0,2198.95,2346.01,7.313
36.5,1,2,2256.92,2259.21,8.38
36.5,1,3,763.59,760.82,3.178
36.5,2,0,2122.81,2231.72,7.42
36.5,2,1,2080.68,2073.71,6.926
36.5,2,3,2200.17,2223.91,8.145
36.5,3,0,2261.0,2213.16,6.135
36.5,3,1,2115.77,2095.59,7.262
36.5,3,2,2077.34,2051.24,7.112
37.0,0,1,782.09,812.95,3.187
37.0,0,2,2086.55,2243.98,6.246
37.0,0,3,2168.22,2278.14,7.561
37.0,1,0,2472.91,2436.29,7.348
37.0,1,2,2149.01,2164.97,8.305
37.0,1,3,766.97,759.93,3.179
37.0,2,0,2452.87,2499.62,7.493
37.0,2,1,2024.96,2009.07,6.889
37.0,2,3,2227.11,2211.22,8.145
37.0,3,0,1919.51,1966.2,6.046
37.0,3,1,2061.88,2061.65,7.239
37.0,3,2,2109.04,2126.39,7.142
37.5,0,1,843.7,910.11,3.186
37.5,0,2,2361.17,2311.6,6.277
37.5,0,3,2414.6,2414.06,7.607
37.5,1,0,2058.42,2115.66,7.242
37.5,1,2,2206.18,2213.74,8.333
37.5,1,3,763.93,754.63,3.18
37.5,2,0,2317.13,2145.1,7.415
37.5,2,1,2064.12,2066.64,6.921
37.5,2,3,2147.03,2169.98,8.121
37.5,3,0,2194.58,2253.34,6.137
37.5,3,1,2121.87,2112.82,7.267
37.5,3,2,2136.4,2113.35,7.141
38.0,0,1,886.45,744.67,3.186
38.0,0,2,1938.95,2014.13,6.178
38.0,0,3,2096.52,2072.84,7.473
38.0,1,0,2377.48,2474.59,7.348
38.0,1,2,2158.17,2154.94,8.302
38.0,1,3,760.56,759.26,3.181
38.0,2,0,2308.54,2449.11,7.475
38.0,2,1,2067.51,2049.76,6.915
38.0,2,3,2236.61,2240.86,8.154
38.0,3,0,2171.7,2034.31,6.092
38.0,3,1,2070.77,2049.43,7.233
38.0,3,2,2055.89,2072.23,7.117
38.5,0,1,751.83,917.91,3.186
38.5,0,2,2268.26,2363.6,6.279
38.5,0,3,2323.84,2415.26,7.6
38.5,1,0,2397.72,2234.17,7.307
38.5,1,2,2246.23,2258.0,8.38
38.5,1,3,764.16,751.89,3.181
38.5,2,0,2498.34,2377.52,7.476
38.5,2,1,2031.56,2035.64,6.903
38.5,2,3,2155.27,2139.25,8.109
38.5,3,0,2066.49,2174.01,6.112
38.5,3,1,2101.96,2102.42,7.26
38.5,3,2,2145.66,2143.2,7.15
39.0,0,1,926.43,801.35,3.185
39.0,0,2,2269.02,2091.55,6.23
39.0,0,3,2381.99,2272.35,7.578
39.0,1,0,2219.84,2368.47,7.32
39.0,1,2,2197.28,2193.97,8.326
39.0,1,3,756.55,754.44,3.182
39.0,2,0,2143.55,2265.41,7.428
39.0,2,1,2080.83,2072.28,6.924
39.0,2,3,2206.69,2228.95,8.149
39.0,3,0,2261.3,2196.83,6.13
39.0,3,1,2111.87,2090.52,7.256
39.0,3,2,2063.67,2040.25,7.103
39.5,0,1,772.38,829.43,3.185
39.5,0,2,2109.09,2267.12,6.253
39.5,0,3,2187.07,2300.87,7.57
39.5,1,0,2476.64,2421.46,7.346
39.5,1,2,2153.71,2170.45,8.311
39.5,1,3,760.52,752.61,3.183
39.5,2,0,2467.51,2494.58,7.492
39.5,2,1,2016.37,2002.83,6.879
39.5,2,3,2222.03,2204.21,8.143
39.5,3,0,1934.06,1997.37,6.057
39.5,3,1,2067.03,2067.81,7.24
39.5,3,2,2115.69,2131.48,7.143
40.0,0,1,859.88,902.76,3.185
40.0,0,2,2364.18,2293.92,6.275
40.0,0,3,2420.53,2404.22,7.606
40.0,1,0,2070.14,2148.4,7.257
40.0,1,2,2207.13,2213.32,8.335
40.0,1,3,756.59,748.07,3.184
40.0,2,0,2262.76,2106.31,7.397
40.0,2,1,2067.41,2068.95,6.92
40.0,2,3,2154.94,2179.31,8.127
40.0,3,0,2209.45,2254.7,6.136
40.0,3,1,2122.43,2111.59,7.263
40.0,3,2,2130.78,2105.65,7.137
40.5,0,1,875.98,749.38,3.185
40.5,0,2,1953.67,2049.3,6.192
40.5,0,3,2071.96,2104.09,7.497
40.5,1,0,2394.46,2478.02,7.351
40.5,1,2,2151.47,2149.62,8.299
40.5,1,3,754.11,752.41,3.184
40.5,2,0,2331.4,2464.9,7.478
40.5,2,1,2062.98,2044.59,6.91
40.5,2,3,2238.1,2239.24,8.155
40.5,3,0,2140.57,2003.29,6.079
40.5,3,1,2061.85,2042.46,7.223
40.5,3,2,2063.65,2083.01,7.118
41.0,0,1,761.81,925.39,3.184
41.0,0,2,2286.23,2365.55,6.282
41.0,0,3,2340.02,2422.31,7.605
41.0,1,0,2370.8,2203.87,7.3
41.0,1,2,2190.89,2206.47,8.332
41.0,1,3,757.15,744.78,3.185
41.0,2,0,2488.57,2350.54,7.469
41.0,2,1,2036.37,2040.83,6.905
41.0,2,3,2141.01,2129.02,8.1
41.0,3,0,2086.85,2192.46,6.115
41.0,3,1,2105.81,2105.3,7.258
41.0,3,2,2146.99,2141.18,7.148
41.5,0,1,929.42,790.22,3.184
41.5,0,2,2236.37,2057.62,6.221
41.5,0,3,2376.9,2287.76,7.607
41.5,1,0,2240.81,2389.08,7.326
41.5,1,2,2249.83,2251.2,8.381
41.5,1,3,749.6,748.06,3.186
41.5,2,0,2165.3,2297.58,7.436
41.5,2,1,2080.44,2070.32,6.921
41.5,2,3,2212.76,2233.25,8.151
41.5,3,0,2258.49,2178.17,6.124
41.5,3,1,2107.28,2085.0,7.25
41.5,3,2,2048.12,2029.07,7.091
42.0,0,1,764.37,845.93,3.184
42.0,0,2,2131.69,2288.04,6.259
42.0,0,3,2206.11,2322.09,7.578
42.0,1,0,2477.85,2404.56,7.345
42.0,1,2,2158.43,2175.73,8.316
42.0,1,3,754.05,745.3,3.187
42.0,2,0,2480.1,2486.59,7.491
42.0,2,1,2007.97,1999.7,6.87
42.0,2,3,2215.92,2196.6,8.141
42.0,3,0,1950.78,2027.74,6.066
42.0,3,1,2072.21,2073.73,7.24
42.0,3,2,2121.85,2135.72,7.144
42.5,0,1,875.32,893.89,3.183
42.5,0,2,2364.17,2273.91,6.273
42.5,0,3,2424.08,2393.02,7.607
42.5,1,0,2085.17,2180.17,7.269
42.5,1,2,2207.66,2212.48,8.337
42.5,1,3,749.28,741.59,3.187
42.5,2,0,2190.4,2066.22,7.369
42.5,2,1,2070.35,2070.76,6.919
42.5,2,3,2162.87,2188.18,8.133
42.5,3,0,2222.8,2253.35,6.134
42.5,3,1,2122.37,2109.73,7.259
42.5,3,2,2124.0,2097.28,7.133
43.0,0,1,864.54,756.54,3.184
43.0,0,2,1971.02,2083.41,6.205
43.0,0,3,2080.15,2132.89,7.515
43.0,1,0,2410.34,2479.13,7.353
43.0,1,2,2238.31,2241.88,8.381
43.0,1,3,747.73,745.51,3.188
43.0,2,0,2353.7,2477.9,7.481
43.0,2,1,2057.88,2039.08,6.905
43.0,2,3,2238.76,2236.77,8.156
43.0,3,0,2103.31,1971.16,6.064
43.0,3,1,2052.6,2036.69,7.213
43.0,3,2,2072.12,2091.01,7.124
43.5,0,1,773.78,930.87,3.183
43.5,0,2,2302.9,2364.81,6.284
43.5,0,3,2355.31,2427.21,7.609
43.5,1,0,2338.81,2172.5,7.291
43.5,1,2,2243.19,2254.69,8.382
43.5,1,3,750.1,737.75,3.189
43.5,2,0,2474.44,2321.33,7.462
43.5,2,1,2041.05,2045.75,6.905
43.5,2,3,2122.62,2119.95,8.085
43.5,3,0,2106.9,2208.59,6.118
43.5,3,1,2109.27,2107.61,7.256
43.5,3,2,2147.39,2138.23,7.146
44.0,0,1,930.33,780.37,3.183
44.0,0,2,2197.18,2022.44,6.21
44.0,0,3,2342.5,2222.84,7.569
44.0,1,0,2261.69,2407.78,7.332
44.0,1,2,2190.57,2186.0,8.327
44.0,1,3,742.74,741.68,3.19
44.0,2,0,2187.84,2327.94,7.443
44.0,2,1,2079.49,2067.85,6.918
44.0,2,3,2218.36,2236.74,8.154
44.0,3,0,2252.34,2157.23,6.118
44.0,3,1,2102.0,2079.06,7.244
44.0,3,2,2027.22,2021.5,7.074
44.5,0,1,758.37,862.09,3.183
44.5,0,2,2154.14,2306.69,6.265
44.5,0,3,2225.18,2341.71,7.586
44.5,1,0,2476.41,2385.59,7.343
44.5,1,2,2163.13,2180.79,8.321
44.5,1,3,747.55,737.99,3.19
44.5,2,0,2490.45,2475.64,7.488
44.5,2,1,2007.12,2003.98,6.873
44.5,2,3,2208.8,2188.43,8.139
44.5,3,0,1969.1,2056.78,6.073
44.5,3,1,2077.36,2079.29,7.24
44.5,3,2,2127.47,2139.07,7.144
45.0,0,1,889.71,883.74,3.182
45.0,0,2,2360.97,2251.58,6.27
45.0,0,3,2425.38,2379.81,7.607
45.0,1,0,2101.98,2211.2,7.28
45.0,1,2,2207.77,2211.23,8.339
45.0,1,3,742.0,735.19,3.191
45.0,2,0,2069.75,2080.99,7.351
45.0,2,1,2072.91,2072.05,6.917
45.0,2,3,2170.71,2196.57,8.138
45.0,3,0,2234.4,2249.3,6.132
45.0,3,1,2121.68,2107.27,7.255
45.0,3,2,2116.12,2088.27,7.128
45.5,0,1,852.43,765.97,3.183
45.5,0,2,1990.07,2116.33,6.216
45.5,0,3,2092.84,2161.41,7.53
45.5,1,0,2425.0,2477.89,7.355
45.5,1,2,2234.45,2238.76,8.381
45.5,1,3,2182.73,2190.72,8.009
45.5,2,0,2375.26,2488.03,7.483
45.5,2,1,2052.22,2033.25,6.9
45.5,2,3,2238.55,2233.5,8.156
45.5,3,0,2058.36,1938.01,6.046
45.5,3,1,2046.19,2036.52,7.207
45.5,3,2,2080.16,2099.57,7.127
46.0,0,1,787.39,934.31,3.182
46.0,0,2,2318.07,2361.39,6.286
46.0,0,3,2369.53,2429.95,7.613
46.0,1,0,2301.12,2140.08,7.281
46.0,1,2,2241.83,2253.01,8.382
46.0,1,3,2115.97,2119.64,7.967
46.0,2,0,2455.52,2290.12,7.454
46.0,2,1,2045.62,2050.29,6.905
46.0,2,3,2118.65,2129.11,8.096
46.0,3,0,2126.4,2222.37,6.119
46.0,3,1,2112.3,2109.32,7.253
46.0,3,2,2146.82,2134.36,7.144
46.5,0,1,929.19,772.14,3.182
46.5,0,2,2149.85,1986.22,6.197
46.5,0,3,2316.84,2196.39,7.564
46.5,1,0,2282.36,2424.49,7.338
46.5,1,2,2186.53,2181.58,8.327
46.5,1,3,2168.59,2187.41,8.008
46.5,2,0,2210.95,2356.27,7.449
46.5,2,1,2077.97,2064.88,6.914
46.5,2,3,2223.4,2239.43,8.156
46.5,3,0,2242.61,2134.15,6.11
46.5,3,1,2096.06,2072.74,7.237
46.5,3,2,2027.57,2032.16,7.085
47.0,0,1,754.66,877.6,3.182
47.0,0,2,2176.35,2322.91,6.271
47.0,0,3,2244.11,2359.66,7.593
47.0,1,0,2472.08,2364.66,7.34
47.0,1,2,2167.77,2185.6,8.326
47.0,1,3,2164.7,2162.52,8.0
47.0,2,0,2498.25,2461.83,7.485
47.0,2,1,2010.51,2009.85,6.877
47.0,2,3,2200.66,2179.76,8.137
47.0,3,0,1988.36,2084.39,6.079
47.0,3,1,2082.41,2084.48,7.24
47.0,3,2,2132.47,2141.51,7.144
47.5,0,1,902.8,872.57,3.181
47.5,0,2,2354.19,2227.14,6.267
47.5,0,3,2424.28,2364.66,7.606
47.5,1,0,2120.06,2241.24,7.29
47.5,1,2,2207.43,2209.55,8.341
47.5,1,3,2135.89,2158.06,7.994
47.5,2,0,2072.96,2117.61,7.373
47.5,2,1,2075.04,2072.82,6.916
47.5,2,3,2178.43,2204.38,8.142
47.5,3,0,2244.06,2242.54,6.129
47.5,3,1,2120.33,2104.21,7.251
47.5,3,2,2107.09,2078.71,7.122
48.0,0,1,839.97,777.42,3.181
48.0,0,2,2010.42,2147.76,6.226
48.0,0,3,2107.81,2189.36,7.543
48.0,1,0,2438.25,2474.32,7.356
48.0,1,2,2134.73,2144.21,8.295
48.0,1,3,2182.95,2189.45,8.012
48.0,2,0,2395.87,2495.28,7.484
48.0,2,1,2047.49,2027.37,6.889
48.0,2,3,2237.44,2229.43,8.156
48.0,3,0,2000.39,1903.89,6.021
48.0,3,1,2047.14,2041.68,7.209
48.0,3,2,2088.03,2107.5,7.129
48.5,0,1,802.3,935.69,3.181
48.5,0,2,2331.55,2355.31,6.287
48.5,0,3,2385.14,2432.75,7.607
48.5,1,0,2256.27,2106.81,7.268
48.5,1,2,2200.12,2212.76,8.342
48.5,1,3,2109.35,2117.45,7.966
48.5,2,0,2431.4,2257.07,7.445
48.5,2,1,2050.01,2054.46,6.905
48.5,2,3,2124.57,2139.51,8.107
48.5,3,0,2145.3,2233.59,6.12
48.5,3,1,2114.88,2110.41,7.251
48.5,3,2,2145.24,2129.61,7.141
49.0,0,1,926.07,765.84,3.181
49.0,0,2,2090.6,1948.91,6.178
49.0,0,3,2286.83,2168.89,7.556
49.0,1,0,2302.72,2439.12,7.342
49.0,1,2,2238.74,2239.6,8.383
49.0,1,3,2171.95,2189.69,8.013
49.0,2,0,2234.43,2382.37,7.454
49.0,2,1,2075.88,2061.42,6.911
49.0,2,3,2227.85,2241.28,8.159
49.0,3,0,2228.96,2109.12,6.102
49.0,3,1,2114.95,2083.99,7.211
49.0,3,2,2033.94,2043.0,7.094
49.5,0,1,753.41,892.14,3.181
49.5,0,2,2198.13,2336.7,6.276
49.5,0,3,2268.15,2374.72,7.607
49.5,1,0,2464.55,2341.97,7.337
49.5,1,2,2172.3,2190.15,8.331
49.5,1,3,2160.51,2157.96,8.001
49.5,2,0,2503.21,2445.25,7.482
49.5,2,1,2014.81,2015.87,6.88
49.5,2,3,2191.51,2170.63,8.133
49.5,3,0,2008.28,2110.37,6.085
49.5,3,1,2087.29,2089.25,7.239
49.5,3,2,2136.8,2143.01,7.144
50.0,0,1,914.37,860.68,3.18
50.0,0,2,2343.56,2200.69,6.262
50.0,0,3,2420.57,2347.65,7.605
50.0,1,0,2139.22,2269.94,7.3
50.0,1,2,2206.64,2207.48,8.342
50.0,1,3,2140.87,2163.19,8.001
50.0,2,0,2084.8,2154.88,7.388
50.0,2,1,2076.74,2073.05,6.914
50.0,2,3,2185.96,2211.58,8.147
50.0,3,0,2251.52,2233.16,6.126
50.0,3,1,2118.3,2100.59,7.246
50.0,3,2,2096.89,2068.68,7.116
50.5,0,1,827.52,790.56,3.18
50.5,0,2,2031.64,2177.63,6.235
50.5,0,3,2124.34,2216.38,7.555
50.5,1,0,2449.96,2468.41,7.357
50.5,1,2,2137.52,2149.62,8.304
50.5,1,3,2182.71,2187.75,8.015
50.5,2,0,2415.36,2499.55,7.484
50.5,2,1,2040.17,2020.84,6.884
50.5,2,3,2235.38,2224.6,8.156
50.5,3,0,1906.78,1908.72,6.0
50.5,3,1,2050.88,2048.06,7.211
50.5,3,2,2095.68,2114.72,7.131
51.0,0,1,818.1,935.02,3.179
51.0,0,2,2343.12,2346.57,6.287
51.0,0,3,2399.42,2432.37,7.607
51.0,1,0,2200.81,2072.62,7.25
51.0,1,2,2202.57,2214.03,8.345
51.0,1,3,2107.4,2120.53,7.971
51.0,2,0,2401.57,2222.39,7.434
51.0,2,1,2054.19,2058.22,6.905
51.0,2,3,2131.56,2149.83,8.116
51.0,3,0,2163.36,2242.24,6.121
51.0,3,1,2116.96,2110.9,7.248
51.0,3,2,2142.61,2124.02,7.138
51.5,0,1,921.07,761.74,3.179
51.5,0,2,1959.21,1922.69,6.128
51.5,0,3,2251.66,2140.57,7.547
51.5,1,0,2322.66,2451.6,7.347
51.5,1,2,2177.08,2172.05,8.326
51.5,1,3,2174.99,2191.53,8.017
51.5,2,0,2258.09,2406.1,7.459
51.5,2,1,2073.19,2057.51,6.907
51.5,2,3,2231.66,2242.28,8.16
51.5,3,0,2211.17,2082.22,6.093
51.5,3,1,2082.19,2059.19,7.223
51.5,3,2,2041.31,2053.64,7.1
52.0,0,1,754.73,905.46,3.179
52.0,0,2,2219.31,2347.98,6.28
52.0,0,3,2281.32,2389.95,7.605
52.0,1,0,2453.69,2317.5,7.333
52.0,1,2,2228.53,2240.6,8.384
52.0,1,3,2155.84,2153.15,8.001
52.0,2,0,2505.05,2425.98,7.478
52.0,2,1,2019.46,2021.78,6.883
52.0,2,3,2181.33,2161.11,8.129
52.0,3,0,2028.59,2134.52,6.089
52.0,3,1,2091.95,2093.57,7.238
52.0,3,2,2140.41,2143.57,7.143
52.5,0,1,924.23,848.39,3.179
52.5,0,2,2328.82,2172.29,6.257
52.5,0,3,2414.04,2328.92,7.604
52.5,1,0,2159.15,2297.19,7.308
52.5,1,2,2205.38,2205.03,8.343
52.5,1,3,2145.73,2168.07,8.007
52.5,2,0,2100.92,2191.41,7.4
52.5,2,1,2077.96,2072.75,6.912
52.5,2,3,2193.21,2218.16,8.15
52.5,3,0,2256.59,2221.15,6.122
52.5,3,1,2115.61,2096.4,7.241
52.5,3,2,2085.52,2058.21,7.109
53.0,0,1,815.45,805.06,3.179
53.0,0,2,2053.43,2205.81,6.244
53.0,0,3,2141.8,2242.44,7.565
53.0,1,0,2459.91,2460.24,7.358
53.0,1,2,2141.56,2155.31,8.311
53.0,1,3,2181.96,2185.65,8.018
