Time_Dep_h,Debris_Start,Debris_Target,Delta_V1_m_s,Delta_V2_m_s,Travel_Time_h
1353.0,0,3,2173.62,2290.95,7.154
1353.0,1,0,2025.04,1919.87,6.144
1353.0,1,2,1980.24,1991.1,6.196
1353.0,1,3,2122.2,2137.43,8.134
1353.0,2,0,2399.35,2538.35,8.531
1353.0,2,1,2116.1,2098.59,7.372
1353.0,2,3,2137.59,2142.44,7.109
1353.0,3,0,2482.71,2453.04,8.235
1353.0,3,1,2100.21,2081.56,7.085
1353.0,3,2,2188.41,2161.16,8.164
1353.5,0,1,2493.28,2429.16,7.482
1353.5,0,2,2594.08,2494.3,8.567
1353.5,0,3,2382.33,2342.6,7.179
1353.5,1,0,2206.2,2332.51,6.266
1353.5,1,2,1949.93,1944.42,6.174
1353.5,1,3,2190.14,2205.78,8.177
1353.5,2,0,2590.6,2473.63,8.533
1353.5,2,1,2079.05,2082.89,7.36
1353.5,2,3,2071.13,2046.5,7.051
1353.5,3,0,2136.22,2156.82,8.129
1353.5,3,1,2037.05,2035.23,7.055
1353.5,3,2,2199.01,2217.18,8.184
1354.0,0,1,2090.18,2165.32,7.395
1354.0,0,2,2220.12,2336.87,8.51
1354.0,0,3,2043.75,2106.63,7.096
1354.0,1,0,2320.21,2173.03,6.246
1354.0,1,2,1955.36,1973.4,6.187
1354.0,1,3,2165.63,2163.0,8.158
1354.0,2,0,2234.22,2352.61,8.484
1354.0,2,1,2128.85,2120.53,7.381
1354.0,2,3,2106.64,2129.58,7.103
1354.0,3,0,2404.92,2472.94,8.232
1354.0,3,1,2101.37,2094.31,7.088
1354.0,3,2,2238.68,2218.69,8.188
1354.5,0,1,2414.48,2489.29,7.486
1354.5,0,2,2549.21,2595.93,8.581
1354.5,0,3,2320.33,2386.29,7.183
1354.5,1,0,2043.41,2188.37,6.229
1354.5,1,2,1980.98,1979.51,6.193
1354.5,1,3,2162.28,2184.46,8.167
1354.5,2,0,2558.76,2587.46,8.548
1354.5,2,1,2065.9,2051.97,7.337
1354.5,2,3,2124.52,2106.58,7.098
1354.5,3,0,2421.19,2293.28,8.2
1354.5,3,1,2080.22,2050.75,7.043
1354.5,3,2,2145.05,2158.71,8.156
1355.0,0,1,2379.85,2207.22,7.433
1355.0,0,2,2396.52,2236.64,8.501
1355.0,0,3,2285.94,2164.24,7.138
1355.0,1,0,2338.11,2326.97,6.274
1355.0,1,2,1919.93,1934.95,6.164
1355.0,1,3,2194.42,2197.2,8.176
1355.0,2,0,2361.62,2205.49,8.457
1355.0,2,1,2115.05,2116.64,7.377
1355.0,2,3,2054.42,2078.98,7.081
1355.0,3,0,2272.91,2375.37,8.205
1355.0,3,1,2078.0,2079.34,7.079
1355.0,3,2,2240.72,2241.78,8.194
1355.5,0,1,2262.54,2404.35,7.462
1355.5,0,2,2406.66,2549.43,8.565
1355.5,0,3,2192.68,2309.62,7.162
1355.5,1,0,1924.85,1946.77,6.139
1355.5,1,2,1982.29,1991.79,6.199
1355.5,1,3,2125.92,2143.25,8.143
1355.5,2,0,2422.29,2554.57,8.534
1355.5,2,1,2111.7,2093.51,7.368
1355.5,2,3,2139.29,2140.96,7.11
1355.5,3,0,2485.67,2439.72,8.231
1355.5,3,1,2097.08,2077.03,7.079
1355.5,3,2,2176.38,2150.6,8.156
1356.0,0,1,2493.66,2410.56,7.478
1356.0,0,2,2587.84,2470.76,8.564
1356.0,0,3,2382.37,2328.25,7.179
1356.0,1,0,2225.29,2341.29,6.27
1356.0,1,2,1944.29,1939.28,6.172
1356.0,1,3,2192.57,2206.87,8.181
1356.0,2,0,2581.19,2447.05,8.526
1356.0,2,1,2083.85,2088.17,7.361
1356.0,2,3,2044.58,2031.39,7.056
1356.0,3,0,2145.99,2188.61,8.143
1356.0,3,1,2041.97,2041.6,7.056
1356.0,3,2,2206.12,2223.19,8.185
1356.5,0,1,2106.23,2198.64,7.406
1356.5,0,2,2240.26,2368.67,8.52
1356.5,0,3,2057.95,2134.87,7.11
1356.5,1,0,2303.6,2145.8,6.241
1356.5,1,2,1959.67,1977.29,6.192
1356.5,1,3,2160.15,2157.85,8.159
1356.5,2,0,2255.93,2385.03,8.492
1356.5,2,1,2128.55,2118.69,7.378
1356.5,2,3,2112.86,2134.04,7.106
1356.5,3,0,2421.1,2477.47,8.232
1356.5,3,1,2102.58,2093.77,7.084
1356.5,3,2,2234.3,2211.89,8.185
1357.0,0,1,2430.68,2489.62,7.486
1357.0,0,2,2562.75,2590.88,8.582
1357.0,0,3,2333.95,2387.78,7.187
1357.0,1,0,2063.92,2213.22,6.236
1357.0,1,2,1979.09,1976.52,6.194
1357.0,1,3,2166.9,2188.78,8.173
1357.0,2,0,2571.46,2579.96,8.547
1357.0,2,1,2057.25,2047.92,7.328
1357.0,2,3,2118.63,2099.03,7.096
1357.0,3,0,2395.73,2264.24,8.189
1357.0,3,1,2052.67,2031.13,7.051
1357.0,3,2,2153.06,2168.77,8.16
1357.5,0,1,2344.38,2173.51,7.421
1357.5,0,2,2343.39,2200.26,8.486
1357.5,0,3,2257.82,2137.13,7.131
1357.5,1,0,2345.19,2315.01,6.274
1357.5,1,2,1924.73,1940.77,6.171
1357.5,1,3,2192.85,2194.41,8.179
1357.5,2,0,2293.83,2166.01,8.433
1357.5,2,1,2118.05,2118.56,7.376
1357.5,2,3,2062.37,2088.03,7.086
1357.5,3,0,2293.53,2396.38,8.208
1357.5,3,1,2082.22,2082.82,7.077
1357.5,3,2,2243.01,2240.85,8.193
1358.0,0,1,2284.26,2423.38,7.466
1358.0,0,2,2428.47,2564.13,8.57
1358.0,0,3,2211.55,2326.53,7.168
1358.0,1,0,1928.62,1979.13,6.16
1358.0,1,2,1983.95,1992.06,6.201
1358.0,1,3,2130.39,2149.23,8.151
1358.0,2,0,2444.67,2568.01,8.536
1358.0,2,1,2106.73,2088.08,7.362
1358.0,2,3,2140.17,2138.64,7.11
1358.0,3,0,2485.8,2423.94,8.226
1358.0,3,1,2093.25,2072.02,7.074
1358.0,3,2,2163.07,2139.73,8.148
1358.5,0,1,2490.99,2389.7,7.473
1358.5,0,2,2577.92,2445.15,8.56
1358.5,0,3,2379.87,2312.02,7.178
1358.5,1,0,2243.65,2347.8,6.273
1358.5,1,2,1938.18,1934.03,6.17
1358.5,1,3,2194.62,2207.52,8.185
1358.5,2,0,2567.44,2418.28,8.519
1358.5,2,1,2088.58,2093.13,7.362
1358.5,2,3,2027.22,2021.4,7.042
1358.5,3,0,2160.56,2219.78,8.154
1358.5,3,1,2047.09,2047.79,7.057
1358.5,3,2,2212.8,2228.4,8.186
1359.0,0,1,2124.19,2230.97,7.415
1359.0,0,2,2261.43,2398.91,8.53
1359.0,0,3,2073.88,2162.36,7.122
1359.0,1,0,2282.89,2117.11,6.235
1359.0,1,2,1963.79,1980.81,6.196
1359.0,1,3,2154.26,2152.52,8.158
1359.0,2,0,2278.58,2415.55,8.498
1359.0,2,1,2127.72,2116.32,7.375
1359.0,2,3,2118.61,2137.7,7.108
1359.0,3,0,2435.92,2479.31,8.231
1359.0,3,1,2103.2,2092.6,7.081
1359.0,3,2,2228.84,2204.33,8.181
1359.5,0,1,2445.45,2487.32,7.486
1359.5,0,2,2574.41,2583.19,8.583
1359.5,0,3,2346.29,2387.1,7.19
1359.5,1,0,2084.74,2236.3,6.244
1359.5,1,2,1976.72,1973.18,6.195
1359.5,1,3,2171.33,2192.75,8.178
1359.5,2,0,2581.93,2569.5,8.544
1359.5,2,1,2055.12,2051.4,7.329
1359.5,2,3,2111.68,2090.94,7.094
1359.5,3,0,2365.23,2233.89,8.177
1359.5,3,1,2043.8,2024.06,7.041
1359.5,3,2,2161.16,2178.45,8.164
1360.0,0,1,2302.23,2138.66,7.407
1360.0,0,2,2272.25,2162.61,8.461
1360.0,0,3,2224.86,2109.12,7.123
1360.0,1,0,2350.09,2300.85,6.273
1360.0,1,2,1929.54,1946.54,6.177
1360.0,1,3,2190.79,2191.23,8.181
1360.0,2,0,2163.42,2169.14,8.404
1360.0,2,1,2120.68,2119.95,7.374
1360.0,2,3,2070.32,2096.54,7.091
1360.0,3,0,2314.09,2415.12,8.211
1360.0,3,1,2086.09,2085.77,7.075
1360.0,3,2,2244.42,2238.98,8.191
1360.5,0,1,2305.75,2440.1,7.469
1360.5,0,2,2449.71,2576.34,8.575
1360.5,0,3,2230.18,2341.55,7.175
1360.5,1,0,1938.98,2011.99,6.176
1360.5,1,2,1985.22,1991.89,6.203
1360.5,1,3,2135.18,2155.21,8.158
1360.5,2,0,2466.29,2578.62,8.538
1360.5,2,1,2101.19,2082.35,7.357
1360.5,2,3,2140.18,2135.5,7.11
1360.5,3,0,2482.83,2405.83,8.22
1360.5,3,1,2088.73,2066.53,7.068
1360.5,3,2,2148.02,2128.68,8.136
1361.0,0,1,2485.0,2366.72,7.468
1361.0,0,2,2563.97,2417.67,8.556
1361.0,0,3,2374.66,2293.99,7.177
1361.0,1,0,2261.14,2351.99,6.276
1361.0,1,2,1931.61,1928.71,6.167
1361.0,1,3,2196.28,2207.71,8.188
1361.0,2,0,2548.98,2387.5,8.511
1361.0,2,1,2093.19,2097.75,7.362
1361.0,2,3,2018.71,2028.27,7.048
1361.0,3,0,2177.59,2250.04,8.162
1361.0,3,1,2052.27,2053.72,7.057
1361.0,3,2,2219.01,2232.76,8.187
1361.5,0,1,2143.5,2262.03,7.423
1361.5,0,2,2283.12,2427.65,8.538
1361.5,0,3,2091.04,2188.85,7.133
1361.5,1,0,2257.68,2087.13,6.228
1361.5,1,2,1967.69,1983.97,6.2
1361.5,1,3,2147.91,2147.13,8.158
1361.5,2,0,2301.75,2444.14,8.504
1361.5,2,1,2126.3,2113.47,7.371
1361.5,2,3,2123.82,2140.55,7.111
1361.5,3,0,2449.18,2478.45,8.229
1361.5,3,1,2103.21,2090.81,7.077
1361.5,3,2,2222.24,2196.12,8.176
1362.0,0,1,2458.6,2482.42,7.485
1362.0,0,2,2583.99,2572.87,8.583
1362.0,0,3,2357.2,2384.24,7.192
1362.0,1,0,2105.61,2257.64,6.25
1362.0,1,2,1973.86,1969.51,6.195
1362.0,1,3,2175.56,2196.34,8.184
1362.0,2,0,2589.84,2556.2,8.542
1362.0,2,1,2058.26,2057.2,7.333
1362.0,2,3,2103.72,2082.31,7.091
1362.0,3,0,2329.04,2202.37,8.163
1362.0,3,1,2034.51,2017.95,7.03
1362.0,3,2,2169.26,2187.65,8.167
1362.5,0,1,2251.21,2102.86,7.39
1362.5,0,2,2161.86,2181.92,8.449
1362.5,0,3,2185.95,2080.35,7.112
1362.5,1,0,2352.57,2284.56,6.272
1362.5,1,2,1934.44,1952.09,6.183
1362.5,1,3,2188.21,2187.7,8.183
1362.5,2,0,2164.92,2204.77,8.428
1362.5,2,1,2122.9,2120.82,7.372
1362.5,2,3,2078.12,2104.52,7.096
1362.5,3,0,2334.21,2431.68,8.213
1362.5,3,1,2089.59,2088.14,7.073
1362.5,3,2,2244.92,2236.18,8.189
1363.0,0,1,2326.87,2454.46,7.471
1363.0,0,2,2470.23,2586.0,8.578
1363.0,0,3,2248.38,2354.66,7.181
1363.0,1,0,1952.74,2044.46,6.19
1363.0,1,2,1986.06,1991.29,6.206
1363.0,1,3,2140.13,2161.05,8.166
1363.0,2,0,2486.98,2586.32,8.54
1363.0,2,1,2095.08,2076.36,7.351
1363.0,2,3,2139.27,2131.57,7.111
1363.0,3,0,2476.6,2385.42,8.214
1363.0,3,1,2083.53,2060.61,7.062
1363.0,3,2,2128.33,2119.16,8.118
1363.5,0,1,2475.45,2341.68,7.462
1363.5,0,2,2545.72,2388.41,8.55
1363.5,0,3,2366.57,2274.24,7.175
1363.5,1,0,2277.62,2353.84,6.278
1363.5,1,2,1925.18,1923.41,6.161
1363.5,1,3,2197.51,2207.46,8.192
1363.5,2,0,2525.46,2354.83,8.502
1363.5,2,1,2097.62,2102.0,7.362
1363.5,2,3,2024.29,2038.81,7.059
1363.5,3,0,2196.11,2279.15,8.17
1363.5,3,1,2057.41,2059.34,7.057
1363.5,3,2,2224.68,2236.23,8.187
1364.0,0,1,2163.86,2291.56,7.43
1364.0,0,2,2305.38,2454.48,8.546
1364.0,0,3,2109.03,2214.19,7.143
1364.0,1,0,2227.53,2055.97,6.219
1364.0,1,2,1971.33,1986.74,6.203
1364.0,1,3,2141.12,2141.79,8.156
1364.0,2,0,2325.25,2470.59,8.51
1364.0,2,1,2124.31,2110.12,7.368
1364.0,2,3,2128.44,2142.57,7.113
1364.0,3,0,2460.66,2474.89,8.227
1364.0,3,1,2102.6,2088.4,7.072
1364.0,3,2,2214.53,2187.26,8.171
1364.5,0,1,2469.93,2474.94,7.483
1364.5,0,2,2591.24,2560.0,8.583
1364.5,0,3,2366.51,2379.22,7.194
1364.5,1,0,2126.56,2276.98,6.256
1364.5,1,2,1970.53,1965.52,6.195
1364.5,1,3,2179.55,2199.56,8.188
1364.5,2,0,2594.98,2540.07,8.538
1364.5,2,1,2062.52,2063.21,7.337
1364.5,2,3,2094.7,2073.24,7.088
1364.5,3,0,2285.78,2169.93,8.146
1364.5,3,1,2027.26,2016.78,7.024
1364.5,3,2,2177.32,2196.25,8.17
1365.0,0,1,2184.14,2065.91,7.364
1365.0,0,2,2165.89,2216.29,8.472
1365.0,0,3,2138.19,2050.87,7.096
1365.0,1,0,2352.45,2266.21,6.27
1365.0,1,2,1939.34,1957.41,6.188
1365.0,1,3,2185.15,2183.82,8.184
1365.0,2,0,2176.26,2241.82,8.443
1365.0,2,1,2124.67,2121.16,7.371
1365.0,2,3,2085.73,2111.9,7.1
1365.0,3,0,2353.85,2445.8,8.214
1365.0,3,1,2092.68,2089.91,7.07
1365.0,3,2,2244.46,2232.48,8.187
1365.5,0,1,2347.41,2466.42,7.474
1365.5,0,2,2489.9,2593.04,8.582
1365.5,0,3,2266.04,2365.77,7.186
1365.5,1,0,1968.79,2076.02,6.201
1365.5,1,2,1986.48,1990.27,6.207
1365.5,1,3,2145.16,2166.71,8.172
1365.5,2,0,2506.55,2591.08,8.54
1365.5,2,1,2088.45,2070.12,7.345
1365.5,2,3,2137.45,2126.85,7.11
1365.5,3,0,2466.82,2362.9,8.206
1365.5,3,1,2077.65,2054.31,7.055
1365.5,3,2,2125.26,2128.91,8.128
1366.0,0,1,2462.07,2314.74,7.455
1366.0,0,2,2522.84,2357.5,8.544
1366.0,0,3,2355.33,2252.93,7.172
1366.0,1,0,2292.95,2353.36,6.28
1366.0,1,2,1916.95,1919.23,6.159
1366.0,1,3,2198.31,2206.76,8.195
1366.0,2,0,2496.32,2320.57,8.492
1366.0,2,1,2101.85,2105.83,7.362
1366.0,2,3,2034.51,2061.18,7.057
1366.0,3,0,2215.65,2306.84,8.176
1366.0,3,1,2062.46,2064.57,7.056
1366.0,3,2,2229.74,2238.8,8.187
1366.5,0,1,2184.89,2319.48,7.436
1366.5,0,2,2327.91,2479.39,8.553
1366.5,0,3,2127.48,2238.36,7.152
1366.5,1,0,2191.79,2023.72,6.209
1366.5,1,2,1974.69,1989.12,6.206
1366.5,1,3,2133.98,2136.77,8.154
1366.5,2,0,2348.93,2494.72,8.514
1366.5,2,1,2121.75,2106.31,7.364
1366.5,2,3,2132.44,2143.73,7.115
1366.5,3,0,2470.17,2468.66,8.224
1366.5,3,1,2101.32,2085.41,7.068
1366.5,3,2,2205.69,2177.85,8.166
1367.0,0,1,2479.27,2464.88,7.481
1367.0,0,2,2595.95,2544.63,8.582
1367.0,0,3,2374.09,2372.06,7.196
1367.0,1,0,2147.33,2294.39,6.262
1367.0,1,2,1966.71,1961.27,6.195
1367.0,1,3,2183.28,2202.36,8.193
1367.0,2,0,2597.03,2521.25,8.534
1367.0,2,1,2067.14,2069.15,7.339
1367.0,2,3,2084.65,2063.75,7.084
1367.0,3,0,2231.35,2136.7,8.123
1367.0,3,1,2027.4,2021.61,7.025
1367.0,3,2,2185.22,2204.25,8.172
1367.5,0,1,2068.89,2078.22,7.344
1367.5,0,2,2177.31,2251.61,8.488
1367.5,0,3,2047.44,2034.14,7.063
1367.5,1,0,2349.47,2245.92,6.267
1367.5,1,2,1944.18,1962.51,6.193
1367.5,1,3,2181.61,2179.61,8.186
1367.5,2,0,2191.95,2278.53,8.455
1367.5,2,1,2125.98,2120.97,7.369
1367.5,2,3,2093.1,2118.63,7.104
1367.5,3,0,2372.81,2457.45,8.215
1367.5,3,1,2095.31,2091.07,7.068
1367.5,3,2,2242.98,2227.9,8.185
1368.0,0,1,2367.27,2475.89,7.475
1368.0,0,2,2508.52,2597.46,8.585
1368.0,0,3,2283.04,2374.83,7.191
1368.0,1,0,1986.48,2106.43,6.212
1368.0,1,2,1986.46,1988.82,6.209
1368.0,1,3,2150.16,2172.18,8.179
1368.0,2,0,2524.79,2592.86,8.541
1368.0,2,1,2081.24,2063.75,7.338
1368.0,2,3,2134.65,2121.4,7.11
1368.0,3,0,2453.18,2338.44,8.199
1368.0,3,1,2071.1,2047.69,7.048
1368.0,3,2,2131.41,2139.73,8.137
1368.5,0,1,2444.56,2286.0,7.447
1368.5,0,2,2494.95,2325.1,8.537
1368.5,0,3,2340.89,2230.06,7.169
1368.5,1,0,2306.97,2350.53,6.282
1368.5,1,2,1912.18,1920.46,6.16
1368.5,1,3,2198.65,2205.62,8.198
1368.5,2,0,2461.11,2284.73,8.481
1368.5,2,1,2105.83,2109.24,7.361
1368.5,2,3,2038.71,2059.47,7.076
1368.5,3,0,2235.85,2332.93,8.181
1368.5,3,1,2067.35,2069.4,7.056
1368.5,3,2,2234.13,2240.45,8.187
1369.0,0,1,2206.32,2345.72,7.442
1369.0,0,2,2350.52,2502.24,8.56
1369.0,0,3,2146.29,2261.11,7.161
1369.0,1,0,2149.31,1990.51,6.197
1369.0,1,2,1977.76,1991.08,6.21
1369.0,1,3,2126.92,2133.4,8.152
1369.0,2,0,2372.53,2516.45,8.518
1369.0,2,1,2118.58,2102.07,7.36
1369.0,2,3,2135.74,2144.06,7.116
1369.0,3,0,2477.47,2459.78,8.221
1369.0,3,1,2099.37,2081.84,7.063
1369.0,3,2,2195.69,2167.98,8.16
1369.5,0,1,2486.35,2452.34,7.478
1369.5,0,2,2597.87,2526.84,8.58
1369.5,0,3,2379.76,2362.79,7.197
1369.5,1,0,2167.87,2309.71,6.267
1369.5,1,2,1962.43,1956.74,6.195
1369.5,1,3,2186.71,2204.76,8.198
1369.5,2,0,2595.73,2499.8,8.53
1369.5,2,1,2071.9,2074.96,7.341
1369.5,2,3,2073.51,2053.91,7.079
1369.5,3,0,2136.42,2132.7,8.096
1369.5,3,1,2031.02,2027.83,7.028
1369.5,3,2,2192.88,2211.56,8.174
1370.0,0,1,2071.36,2111.71,7.365
1370.0,0,2,2192.58,2286.43,8.502
1370.0,0,3,2030.71,2064.43,7.088
1370.0,1,0,2343.46,2223.7,6.264
1370.0,1,2,1948.93,1967.33,6.198
1370.0,1,3,2177.55,2175.14,8.187
1370.0,2,0,2210.6,2313.95,8.465
1370.0,2,1,2126.8,2120.24,7.366
1370.0,2,3,2100.16,2124.66,7.108
1370.0,3,0,2390.91,2466.53,8.215
1370.0,3,1,2097.44,2091.61,7.065
1370.0,3,2,2240.47,2222.47,8.182
1370.5,0,1,2386.31,2482.81,7.476
1370.5,0,2,2525.94,2599.2,8.587
1370.5,0,3,2299.27,2381.77,7.196
1370.5,1,0,2005.2,2135.7,6.222
1370.5,1,2,1985.97,1986.98,6.21
1370.5,1,3,2155.14,2177.39,8.185
1370.5,2,0,2541.5,2591.65,8.54
1370.5,2,1,2073.52,2057.26,7.33
1370.5,2,3,2130.9,2115.21,7.109
1370.5,3,0,2435.5,2312.13,8.19
1370.5,3,1,2063.89,2040.79,7.04
1370.5,3,2,2138.67,2150.4,8.143
1371.0,0,1,2422.53,2255.68,7.439
1371.0,0,2,2461.47,2291.41,8.528
1371.0,0,3,2322.89,2205.86,7.165
1371.0,1,0,2319.51,2345.37,6.283
1371.0,1,2,1914.15,1925.83,6.168
1371.0,1,3,2198.53,2204.04,8.201
1371.0,2,0,2418.8,2247.61,8.467
1371.0,2,1,2109.54,2112.18,7.361
1371.0,2,3,2046.5,2069.36,7.083
1371.0,3,0,2256.32,2357.35,8.185
1371.0,3,1,2072.01,2073.78,7.054
1371.0,3,2,2237.81,2241.15,8.186
1371.5,0,1,2228.05,2370.05,7.446
1371.5,0,2,2373.12,2522.89,8.566
1371.5,0,3,2165.41,2282.24,7.169
1371.5,1,0,2097.59,1956.28,6.181
1371.5,1,2,1980.5,1992.62,6.213
1371.5,1,3,2123.12,2134.95,8.155
1371.5,2,0,2395.95,2535.59,8.522
1371.5,2,1,2114.84,2097.41,7.355
1371.5,2,3,2138.31,2143.52,7.118
1371.5,3,0,2482.34,2448.33,8.217
1371.5,3,1,2096.74,2077.7,7.058
1371.5,3,2,2184.56,2157.67,8.153
1372.0,0,1,2490.99,2437.32,7.475
1372.0,0,2,2596.75,2506.73,8.578
1372.0,0,3,2383.32,2351.49,7.198
1372.0,1,0,2188.05,2322.89,6.271
1372.0,1,2,1957.69,1951.98,6.194
1372.0,1,3,2189.84,2206.72,8.202
1372.0,2,0,2590.79,2475.84,8.524
1372.0,2,1,2076.73,2080.53,7.342
1372.0,2,3,2061.17,2043.82,7.074
1372.0,3,0,2136.66,2163.98,8.116
1372.0,3,1,2035.61,2034.26,7.03
1372.0,3,2,2200.24,2218.15,8.176
1372.5,0,1,2081.83,2146.17,7.38
1372.5,0,2,2210.47,2320.1,8.514
1372.5,0,3,2039.31,2093.19,7.107
1372.5,1,0,2334.12,2199.74,6.26
1372.5,1,2,1953.56,1971.87,6.203
1372.5,1,3,2173.01,2170.4,8.188
1372.5,2,0,2230.96,2348.13,8.474
1372.5,2,1,2127.11,2118.98,7.363
1372.5,2,3,2106.85,2129.98,7.111
1372.5,3,0,2407.97,2473.0,8.215
1372.5,3,1,2099.05,2091.53,7.062
1372.5,3,2,2236.9,2216.22,8.178
1373.0,0,1,2404.36,2487.15,7.477
1373.0,0,2,2541.98,2598.26,8.589
1373.0,0,3,2314.57,2386.58,7.2
1373.0,1,0,2024.81,2163.54,6.23
1373.0,1,2,1985.01,1984.74,6.212
1373.0,1,3,2160.02,2182.34,8.191
1373.0,2,0,2556.45,2587.45,8.539
1373.0,2,1,2065.16,2050.93,7.321
1373.0,2,3,2126.1,2108.4,7.107
1373.0,3,0,2413.43,2284.21,8.18
1373.0,3,1,2056.08,2033.67,7.032
1373.0,3,2,2146.45,2160.74,8.148
1373.5,0,1,2395.6,2223.93,7.429
1373.5,0,2,2421.65,2256.54,8.517
1373.5,0,3,2301.16,2180.4,7.16
1373.5,1,0,2330.42,2337.89,6.284
1373.5,1,2,1918.12,1931.7,6.176
1373.5,1,3,2197.93,2202.05,8.204
1373.5,2,0,2367.57,2209.4,8.45
1373.5,2,1,2112.93,2114.65,7.36
1373.5,2,3,2054.45,2078.88,7.089
1373.5,3,0,2277.01,2379.81,8.189
1373.5,3,1,2076.45,2077.64,7.053
1373.5,3,2,2240.7,2240.91,8.185
1374.0,0,1,2249.89,2392.37,7.451
1374.0,0,2,2395.48,2541.31,8.572
1374.0,0,3,2184.49,2301.82,7.177
1374.0,1,0,2025.09,1920.87,6.153
1374.0,1,2,1982.9,1993.74,6.216
1374.0,1,3,2124.7,2139.96,8.164
1374.0,2,0,2418.95,2552.12,8.525
1374.0,2,1,2110.51,2092.38,7.351
1374.0,2,3,2140.1,2142.15,7.119
1374.0,3,0,2484.57,2434.32,8.212
1374.0,3,1,2093.43,2073.03,7.053
1374.0,3,2,2172.23,2146.99,8.146
1374.5,0,1,2492.91,2419.96,7.471
1374.5,0,2,2592.37,2484.35,8.575
1374.5,0,3,2384.65,2338.17,7.198
1374.5,1,0,2207.76,2333.88,6.276
1374.5,1,2,1952.49,1947.01,6.193
1374.5,1,3,2192.62,2208.25,8.206
1374.5,2,0,2581.86,2449.54,8.518
1374.5,2,1,2081.55,2085.83,7.343
1374.5,2,3,2047.33,2033.53,7.066
1374.5,3,0,2148.13,2195.65,8.129
1374.5,3,1,2040.62,2040.57,7.031
1374.5,3,2,2207.24,2223.96,8.177
1375.0,0,1,2096.39,2180.02,7.391
1375.0,0,2,2229.97,2352.58,8.524
1375.0,0,3,2052.07,2121.82,7.122
1375.0,1,0,2321.21,2174.13,6.256
1375.0,1,2,1958.05,1976.07,6.207
1375.0,1,3,2168.0,2165.44,8.188
1375.0,2,0,2252.66,2380.64,8.482
1375.0,2,1,2126.88,2117.19,7.361
1375.0,2,3,2113.13,2134.52,7.114
1375.0,3,0,2423.8,2476.81,8.215
1375.0,3,1,2100.11,2090.82,7.058
1375.0,3,2,2232.23,2209.21,8.175
1375.5,0,1,2421.25,2488.88,7.477
1375.5,0,2,2556.45,2594.63,8.591
1375.5,0,3,2328.82,2389.24,7.204
1375.5,1,0,2044.91,2189.98,6.239
1375.5,1,2,1983.6,1982.1,6.213
1375.5,1,3,2164.78,2186.98,8.197
1375.5,2,0,2569.4,2580.29,8.538
1375.5,2,1,2056.4,2046.29,7.311
1375.5,2,3,2120.31,2100.93,7.106
1375.5,3,0,2386.7,2254.76,8.169
1375.5,3,1,2047.65,2026.49,7.023
1375.5,3,2,2154.52,2170.68,8.153
1376.0,0,1,2363.36,2190.8,7.418
1376.0,0,2,2373.98,2220.65,8.504
1376.0,0,3,2275.38,2153.83,7.154
1376.0,1,0,2339.49,2328.14,6.284
1376.0,1,2,1922.62,1937.66,6.184
1376.0,1,3,2196.85,2199.64,8.206
1376.0,2,0,2302.46,2169.93,8.427
1376.0,2,1,2115.98,2116.61,7.358
1376.0,2,3,2062.43,2087.95,7.095
1376.0,3,0,2297.67,2400.18,8.192
1376.0,3,1,2080.58,2080.97,7.051
1376.0,3,2,2242.76,2239.73,8.184
1376.5,0,1,2271.72,2412.55,7.455
1376.5,0,2,2417.55,2557.29,8.577
1376.5,0,3,2203.49,2319.67,7.184
1376.5,1,0,1926.07,1948.46,6.149
1376.5,1,2,1984.94,1994.43,6.218
1376.5,1,3,2128.41,2145.79,8.172
1376.5,2,0,2441.39,2565.9,8.527
1376.5,2,1,2105.61,2086.98,7.346
1376.5,2,3,2141.07,2139.93,7.119
1376.5,3,0,2483.9,2417.9,8.207
1376.5,3,1,2089.4,2067.89,7.047
1376.5,3,2,2158.51,2136.07,8.136
1377.0,0,1,2491.96,2400.26,7.467
1377.0,0,2,2584.42,2459.88,8.572
1377.0,0,3,2383.54,2322.93,7.197
1377.0,1,0,2226.83,2342.65,6.279
1377.0,1,2,1946.85,1941.87,6.192
1377.0,1,3,2195.05,2209.34,8.21
1377.0,2,0,2568.62,2421.03,8.511
1377.0,2,1,2086.29,2090.83,7.344
1377.0,2,3,2030.63,2023.36,7.053
1377.0,3,0,2163.5,2226.6,8.139
1377.0,3,1,2045.76,2046.71,7.032
1377.0,3,2,2213.8,2228.95,8.178
1377.5,0,1,2113.42,2212.92,7.401
1377.5,0,2,2250.7,2383.61,8.534
1377.5,0,3,2067.14,2149.77,7.134
1377.5,1,0,2304.64,2146.79,6.25
1377.5,1,2,1962.36,1979.96,6.211
1377.5,1,3,2162.54,2160.26,8.188
1377.5,2,0,2275.23,2411.37,8.489
1377.5,2,1,2126.1,2114.89,7.358
1377.5,2,3,2118.94,2138.27,7.117
1377.5,3,0,2438.21,2477.93,8.213
1377.5,3,1,2100.57,2089.48,7.054
1377.5,3,2,2226.46,2201.47,8.171
1378.0,0,1,2436.81,2487.99,7.477
1378.0,0,2,2569.13,2588.36,8.592
1378.0,0,3,2341.86,2389.72,7.207
1378.0,1,0,2065.45,2214.78,6.246
1378.0,1,2,1981.7,1979.11,6.214
1378.0,1,3,2169.41,2191.28,8.203
1378.0,2,0,2580.12,2570.19,8.536
1378.0,2,1,2053.17,2049.05,7.311
